grid_id,center_lat,center_lon
10000,40.74754282344712,-73.98336335307528
10001,40.750640000000004,-73.99728
10002,40.71597,-73.98692
10003,40.731840000000005,-73.98915
10004,40.694309999999994,-74.01835
10005,40.706140000000005,-74.00862
10006,40.70949,-74.01306
10007,40.71387,-74.00792
10009,40.72639,-73.97865
10010,40.73899,-73.98243000000001
10011,40.74173,-74.00036999999999
10012,40.7256,-73.99794
10013,40.720009999999995,-74.00471999999999
10014,40.73407,-74.00601
10016,40.74515,-73.97807
10017,40.75235,-73.9726
10018,40.755359999999996,-73.99265
10019,40.765859999999996,-73.9853
10020,40.759170000000005,-73.98071
10021,40.76963,-73.95899
10022,40.758559999999996,-73.96786999999999
10023,40.774640000000005,-73.97836
10024,40.785340000000005,-73.97138000000001
10025,40.79825,-73.96831
10026,40.803020000000004,-73.95348
10027,40.81187,-73.95459
10028,40.77643,-73.95339
10029,40.79265,-73.94788
10030,40.818259999999995,-73.94283
10031,40.82485,-73.95023
10032,40.839,-73.94282
10033,40.84744,-73.93549
10034,40.867490000000004,-73.92358
10035,40.79538,-73.92965
10036,40.75976,-73.99064
10037,40.81302,-73.93776
10038,40.709140000000005,-74.00298000000001
10039,40.82631,-73.93751999999999
10040,40.85807,-73.9296
10041,40.7033726006324,-74.00976010011699
10044,40.76209,-73.94981
10055,40.75898319998021,-73.97367450117588
10065,40.764720000000004,-73.96332
10069,40.77752,-73.98875
10075,40.77342,-73.95642
10103,40.76078,-73.97766999999999
10105,40.763025500430864,-73.9789147000479
10106,40.76513630136371,-73.9807411009032
10107,40.76627229990616,-73.98239980002468
10110,40.7545,-73.98226
10111,40.75953,-73.97858000000001
10112,40.75891,-73.97904
10115,40.81085,-73.96374
10118,40.74839475150439,-73.98557865940151
10119,40.750640000000004,-73.99273000000001
10120,40.749970199936435,-73.98869070170674
10121,40.74971199955815,-73.99225499954298
10122,40.75179739878634,-73.99169300304715
10123,40.75143499778132,-73.99054099034964
10128,40.78151,-73.95018
10151,40.76328209997117,-73.97326860009127
10152,40.758720000000004,-73.9718
10153,40.76362,-73.97244
10154,40.75778,-73.97249000000001
10155,40.76105199990737,-73.96803100013328
10158,40.74897950015822,-73.97518180096537
10162,40.76936,-73.94986
10165,40.75213,-73.97872
10167,40.75465,-73.97476999999999
10168,40.75145,-73.9771
10169,40.754670000000004,-73.97643000000001
10170,40.752629999999996,-73.97588
10171,40.7559,-73.97386
10172,40.75527,-73.97431
10173,40.75379,-73.97961
10174,40.75144,-73.975
10175,40.75421230014314,-73.9800242000625
10176,40.75535300017269,-73.97885179320397
10177,40.754979999999996,-73.97589
10178,40.75104818801949,-73.97786090977482
10179,40.75567869210523,-73.97717739778025
10271,40.70844,-74.01033000000001
10278,40.71513,-74.00373
10279,40.71263,-74.00867
10280,40.70985,-74.01651
10281,40.710887938626406,-74.0153312164448
10282,40.71655,-74.01495
10301,40.628029999999995,-74.09564
10302,40.63055,-74.13776
10303,40.63223,-74.16903
10304,40.60671,-74.0931
10305,40.59592,-74.07539
10306,40.571490000000004,-74.1243
10307,40.50817,-74.24254
10308,40.55213,-74.15029
10309,40.53001,-74.21911999999999
10310,40.63243,-74.11653000000001
10312,40.54489,-74.18084
10314,40.60086,-74.16306
10451,40.82097,-73.92383000000001
10452,40.8378,-73.92333
10453,40.85248,-73.9133
10454,40.8056,-73.91664
10455,40.8148,-73.90862
10456,40.83064,-73.90812
10457,40.84571,-73.89794
10458,40.86249,-73.88643
10459,40.825720000000004,-73.89295
10460,40.842729999999996,-73.87891
10461,40.846709999999995,-73.84079
10462,40.84297,-73.85873000000001
10463,40.88841,-73.89905
10464,40.86821,-73.80044000000001
10465,40.8286,-73.82179000000001
10466,40.891040000000004,-73.8461
10467,40.87522,-73.872
10468,40.8681,-73.89985
10469,40.86851,-73.84666
10470,40.89598,-73.86805
10471,40.90002,-73.9067
10472,40.829679999999996,-73.86941999999999
10473,40.81817,-73.85889
10474,40.81061,-73.8846
10475,40.87528,-73.82701999999999
11001,40.72356,-73.70451
11004,40.74621,-73.71146999999999
11005,40.756609999999995,-73.71424
11040,40.74572,-73.67979
11101,40.746790000000004,-73.93916
11102,40.771609999999995,-73.92619
11103,40.762609999999995,-73.91334
11104,40.74484,-73.92049
11105,40.779,-73.90652
11106,40.76191,-73.93169
11109,40.7463,-73.95699
11201,40.69477,-73.99031
11203,40.64958,-73.93431
11204,40.618829999999996,-73.98496
11205,40.69654,-73.96807
11206,40.7019,-73.94254000000001
11207,40.670159999999996,-73.89383000000001
11208,40.67481,-73.87243000000001
11209,40.62175,-74.03013
11210,40.628009999999996,-73.94631
11211,40.71428,-73.94601999999999
11212,40.6629,-73.91308000000001
11213,40.671170000000004,-73.93632
11214,40.59928,-73.99644
11215,40.66255,-73.98687
11216,40.68085,-73.94929
11217,40.68242,-73.97943000000001
11218,40.64315,-73.97645
11219,40.632670000000005,-73.99672
11220,40.641420000000004,-74.01741
11221,40.6914,-73.92764
11222,40.72862,-73.94764
11223,40.59711,-73.97344
11224,40.57652,-73.9891
11225,40.6631,-73.95392
11226,40.646359999999994,-73.95666
11228,40.61678,-74.01337
11229,40.60047,-73.94453
11230,40.6221,-73.96525
11231,40.67603,-74.00644
11232,40.65692,-74.00726999999999
11233,40.67827,-73.91994
11234,40.6072,-73.91107
11235,40.584109999999995,-73.94331
11236,40.639509999999994,-73.90098
11237,40.70427,-73.92108
11238,40.67105,-73.96636
11239,40.64733,-73.87136
11241,40.69358879974128,-73.99081139917988
11242,40.69329419992008,-73.99081069985269
11249,40.711209999999994,-73.96318000000001
11251,40.70002572673193,-73.97001363167324
11354,40.7686,-73.82743
11355,40.75143,-73.82125
11356,40.78492,-73.84149000000001
11357,40.786359999999995,-73.81094
11358,40.76038,-73.79648
11359,40.791470000000004,-73.77662
11360,40.7805,-73.78159000000001
11361,40.76393,-73.77294
11362,40.758990000000004,-73.73583
11363,40.77251,-73.74708000000001
11364,40.74625,-73.75598000000001
11365,40.73983,-73.79499
11366,40.731120000000004,-73.7804
11367,40.73044,-73.82274
11368,40.74962,-73.85264000000001
11369,40.76345,-73.87222
11370,40.77554,-73.88766
11372,40.75172,-73.88367
11373,40.73892,-73.87854
11374,40.72647,-73.86144
11375,40.72315,-73.84373000000001
11377,40.74483,-73.90516
11378,40.72493,-73.91034
11379,40.71709,-73.88056
11385,40.701029999999996,-73.89010999999999
11411,40.69406,-73.73623
11412,40.69804,-73.759
11413,40.67002,-73.75116
11414,40.65818,-73.8448
11415,40.708079999999995,-73.82800999999999
11416,40.68458,-73.84966999999999
11417,40.67641,-73.84455
11418,40.70032,-73.83603000000001
11419,40.688629999999996,-73.82302
11420,40.67352,-73.8177
11421,40.69403,-73.85865
11422,40.66053,-73.73658
11423,40.71564,-73.76826
11426,40.73641,-73.7223
11427,40.730940000000004,-73.74569
11428,40.72099,-73.74221999999999
11429,40.709579999999995,-73.73843000000001
11430,40.64703,-73.78716999999999
11432,40.714909999999996,-73.79295
11433,40.69805,-73.78675
11434,40.676829999999995,-73.77623
11435,40.70111,-73.80968
11436,40.67587,-73.79664
11691,40.60152,-73.76173
11692,40.59373,-73.79201
11693,40.59649,-73.81663
11694,40.57532,-73.85099
11695,40.559999999999995,-73.89000000000004
11697,40.55749,-73.91360999999999
12345,42.81400120000728,-73.98145779994407
