grid_id,center_lat,center_lon
400075,37.825759999999995,-122.275143
400103,37.839085,-122.26443
400190,37.771395,-122.22316299999999
400218,37.803542,-122.301498
400242,37.812684999999995,-122.3032
400261,37.805061,-122.234851
400341,37.771469,-122.22306999999999
400442,37.730017,-122.18722
400454,37.803327,-122.301708
400489,37.824791,-122.270978
400492,37.780572,-122.173006
400498,37.764896,-122.217766
400642,37.821318,-122.268956
400678,37.764978,-122.217592
400692,37.786914,-122.196329
400740,37.738713,-122.19486200000001
400815,37.825941,-122.27511399999999
400835,37.794062,-122.264744
400923,37.813142,-122.30213700000002
400948,37.798217,-122.21696200000001
400950,37.80979,-122.246264
401015,37.783815000000004,-122.17863700000001
401143,37.824713,-122.290947
401190,37.803051,-122.27979199999999
401208,37.890467,-122.308444
401273,37.803540999999996,-122.279977
401435,37.825581,-122.30279399999999
401452,37.811293,-122.249829
401478,37.822927,-122.26185100000001
401539,37.826038,-122.30220200000001
401615,37.810407,-122.275345
401714,37.800363,-122.279928
401892,37.824658,-122.30790900000001
401897,37.817758000000005,-122.269915
401898,37.824927,-122.270729
401899,37.824753,-122.27080900000001
401912,37.818437,-122.27017
402104,37.793991,-122.20518999999999
402105,37.793819,-122.2053
402200,37.849092999999996,-122.23128700000001
402201,37.846641999999996,-122.247226
402202,37.843252,-122.254814
402856,37.816342999999996,-122.251589
402857,37.816339,-122.251805
402860,37.811386,-122.24971699999999
403020,37.729878,-122.18683700000001
403021,37.731528000000004,-122.18828899999998
403027,37.750611,-122.20529099999999
403028,37.756851,-122.210503
403029,37.756731,-122.210399
403038,37.774755,-122.232821
403040,37.776614,-122.23624199999999
403041,37.776769,-122.236107
403044,37.780243,-122.238194
403046,37.796547,-122.270242
403093,37.78073,-122.172868
403096,37.780654,-122.173156
403104,37.822794,-122.291843
403116,37.79841,-122.216924
403123,37.800558,-122.227577
403133,37.809352000000004,-122.244723
403280,37.827864,-122.26700000000001
404381,37.851048,-122.222784
404400,37.822124,-122.32363500000001
404746,37.802221,-122.294876
404890,37.819266999999996,-122.343098
404892,37.819507,-122.34108
404897,37.820771,-122.332998
404910,37.819207,-122.342869
404913,37.820219,-122.337204
404915,37.82083,-122.333266
405712,37.798454,-122.217098
407748,37.825251,-122.30658999999999
407991,37.848686,-122.225718
407994,37.853159999999995,-122.221654
407996,37.84877,-122.22657099999999
408001,37.852955,-122.222136
408139,37.794185,-122.264627
408590,37.808651,-122.276601
408592,37.8032,-122.28012
409487,37.799816,-122.18636799999999
410372,37.740848,-122.196734
410373,37.741215000000004,-122.197053
417234,37.827489,-122.28191499999998
420279,37.826861,-122.28501899999999
420298,37.827101,-122.285308
426137,37.802054,-122.294526
426390,37.823868,-122.318252
427224,37.823176000000004,-122.31737
427227,37.823581,-122.315046
427926,37.774926,-122.23290800000001
